date	public_health_unit	new_cases	total_phu_new
2021-10-09	Wellington-Dufferin-Guelph	14	654
2021-10-09	Windsor-Essex County	41	654
2021-10-09	York Region	66	654
2021-10-10	Algoma	1	535
2021-10-10	Brant County	1	535
2021-10-10	Chatham-Kent	1	535
2021-10-10	Durham Region	16	535
2021-10-10	Eastern Ontario	17	535
2021-10-10	Grey Bruce	5	535
2021-10-10	Haldimand-Norfolk	1	535
2021-10-10	Haliburton, Kawartha, Pine Ridge District	8	535
2021-10-10	Halton Region	12	535
2021-10-10	Hamilton	39	535
2021-10-10	Hastings and Prince Edward Counties	8	535
2021-10-10	Huron Perth District	6	535
2021-10-10	Kingston, Frontenac and Lennox & Addington	5	535
2021-10-10	Lambton	12	535
2021-10-10	Leeds, Grenville and Lanark District	1	535
2021-10-10	Middlesex-London	9	535
2021-10-10	Niagara Region	19	535
2021-10-10	North Bay Parry Sound District	4	535
2021-10-10	Northwestern	1	535
2021-10-10	Ottawa	58	535
2021-10-10	Peel	45	535
2021-10-10	Peterborough	6	535
2021-10-10	Porcupine	0	535
2021-10-10	Region of Waterloo	20	535
2021-10-10	Renfrew County and District	0	535
2021-10-10	Simcoe Muskoka District	9	535
2021-10-10	Southwestern	13	535
2021-10-10	Sudbury & District	15	535
2021-10-10	Thunder Bay District	0	535
2021-10-10	Timiskaming	1	535
2021-10-10	Toronto	98	535
2021-10-10	Wellington-Dufferin-Guelph	6	535
2021-10-10	Windsor-Essex County	35	535
2021-10-10	York Region	63	535
2021-10-11	Algoma	0	458
2021-10-11	Brant County	10	458
2021-10-11	Chatham-Kent	11	458
2021-10-11	Durham Region	18	458
2021-10-11	Eastern Ontario	22	458
2021-10-11	Grey Bruce	3	458
2021-10-11	Haldimand-Norfolk	4	458
2021-10-11	Haliburton, Kawartha, Pine Ridge District	1	458
2021-10-11	Halton Region	12	458
2021-10-11	Hamilton	26	458
2021-10-11	Hastings and Prince Edward Counties	4	458
2021-10-11	Huron Perth District	11	458
2021-10-11	Kingston, Frontenac and Lennox & Addington	4	458
2021-10-11	Lambton	3	458
2021-10-11	Leeds, Grenville and Lanark District	1	458
2021-10-11	Middlesex-London	7	458
2021-10-11	Niagara Region	21	458
2021-10-11	North Bay Parry Sound District	0	458
2021-10-11	Northwestern	0	458
2021-10-11	Ottawa	30	458
2021-10-11	Peel	71	458
2021-10-11	Peterborough	2	458
2021-10-11	Porcupine	0	458
2021-10-11	Region of Waterloo	9	458
2021-10-11	Renfrew County and District	5	458
2021-10-11	Simcoe Muskoka District	10	458
2021-10-11	Southwestern	18	458
2021-10-11	Sudbury & District	6	458
2021-10-11	Thunder Bay District	1	458
2021-10-11	Timiskaming	0	458
2021-10-11	Toronto	92	458
2021-10-11	Wellington-Dufferin-Guelph	6	458
2021-10-11	Windsor-Essex County	14	458
2021-10-11	York Region	36	458
2021-10-12	Algoma	0	390
2021-10-12	Brant County	1	390
2021-10-12	Chatham-Kent	8	390
2021-10-12	Durham Region	9	390
2021-10-12	Eastern Ontario	6	390
2021-10-12	Grey Bruce	2	390
2021-10-12	Haldimand-Norfolk	5	390
2021-10-12	Haliburton, Kawartha, Pine Ridge District	4	390
2021-10-12	Halton Region	11	390
2021-10-12	Hamilton	21	390
2021-10-12	Hastings and Prince Edward Counties	6	390
2021-10-12	Huron Perth District	0	390
2021-10-12	Kingston, Frontenac and Lennox & Addington	9	390
2021-10-12	Lambton	7	390
2021-10-12	Leeds, Grenville and Lanark District	0	390
2021-10-12	Middlesex-London	6	390
2021-10-12	Niagara Region	13	390
2021-10-12	North Bay Parry Sound District	-1	390
2021-10-12	Northwestern	0	390
2021-10-12	Ottawa	18	390
2021-10-12	Peel	62	390
2021-10-12	Peterborough	0	390
2021-10-12	Porcupine	0	390
2021-10-12	Region of Waterloo	10	390
2021-10-12	Renfrew County and District	2	390
2021-10-12	Simcoe Muskoka District	8	390
2021-10-12	Southwestern	13	390
2021-10-12	Sudbury & District	7	390
2021-10-12	Thunder Bay District	0	390
2021-10-12	Timiskaming	1	390
2021-10-12	Toronto	66	390
2021-10-12	Wellington-Dufferin-Guelph	10	390
2021-10-12	Windsor-Essex County	21	390
2021-10-12	York Region	65	390
2021-10-13	Algoma	0	306
2021-10-13	Brant County	7	306
2021-10-13	Chatham-Kent	5	306
2021-10-13	Durham Region	6	306
2021-10-13	Eastern Ontario	9	306
2021-10-13	Grey Bruce	0	306
2021-10-13	Haldimand-Norfolk	2	306
2021-10-13	Haliburton, Kawartha, Pine Ridge District	0	306
2021-10-13	Halton Region	7	306
2021-10-13	Hamilton	12	306
2021-10-13	Hastings and Prince Edward Counties	2	306
2021-10-13	Huron Perth District	5	306
2021-10-13	Kingston, Frontenac and Lennox & Addington	10	306
2021-10-13	Lambton	0	306
2021-10-13	Leeds, Grenville and Lanark District	2	306
2021-10-13	Middlesex-London	13	306
2021-10-13	Niagara Region	17	306
2021-10-13	North Bay Parry Sound District	1	306
2021-10-13	Northwestern	-1	306
2021-10-13	Ottawa	20	306
2021-10-13	Peel	18	306
2021-10-13	Peterborough	1	306
2021-10-13	Porcupine	0	306
2021-10-13	Region of Waterloo	3	306
2021-10-13	Renfrew County and District	1	306
2021-10-13	Simcoe Muskoka District	11	306
2021-10-13	Southwestern	11	306
2021-10-13	Sudbury & District	3	306
2021-10-13	Thunder Bay District	0	306
2021-10-13	Timiskaming	0	306
2021-10-13	Toronto	68	306
2021-10-13	Wellington-Dufferin-Guelph	12	306
2021-10-13	Windsor-Essex County	32	306
2021-10-13	York Region	29	306
2021-10-14	Algoma	1	417
2021-10-14	Brant County	1	417
2021-10-14	Chatham-Kent	11	417
2021-10-14	Durham Region	14	417
2021-10-14	Eastern Ontario	55	417
2021-10-14	Grey Bruce	2	417
2021-10-14	Haldimand-Norfolk	6	417
2021-10-14	Haliburton, Kawartha, Pine Ridge District	1	417
2021-10-14	Halton Region	11	417
2021-10-14	Hamilton	30	417
2021-10-14	Hastings and Prince Edward Counties	5	417
2021-10-14	Huron Perth District	0	417
2021-10-14	Kingston, Frontenac and Lennox & Addington	5	417
2021-10-14	Lambton	6	417
2021-10-14	Leeds, Grenville and Lanark District	3	417
2021-10-14	Middlesex-London	13	417
2021-10-14	Niagara Region	9	417
2021-10-14	North Bay Parry Sound District	1	417
2021-10-14	Northwestern	1	417
2021-10-14	Ottawa	29	417
2021-10-14	Peel	43	417
2021-10-14	Peterborough	0	417
2021-10-14	Porcupine	1	417
2021-10-14	Region of Waterloo	14	417
2021-10-14	Renfrew County and District	1	417
2021-10-14	Simcoe Muskoka District	18	417
2021-10-14	Southwestern	9	417
2021-10-14	Sudbury & District	3	417
2021-10-14	Thunder Bay District	1	417
2021-10-14	Timiskaming	0	417
2021-10-14	Toronto	69	417
2021-10-14	Wellington-Dufferin-Guelph	13	417
2021-10-14	Windsor-Essex County	23	417
2021-10-14	York Region	18	417
2021-10-15	Algoma	2	496
2021-10-15	Brant County	3	496
2021-10-15	Chatham-Kent	10	496
2021-10-15	Durham Region	15	496
2021-10-15	Eastern Ontario	12	496
2021-10-15	Grey Bruce	3	496
2021-10-15	Haldimand-Norfolk	6	496
2021-10-15	Haliburton, Kawartha, Pine Ridge District	1	496
2021-10-15	Halton Region	10	496
2021-10-15	Hamilton	24	496
2021-10-15	Hastings and Prince Edward Counties	2	496
2021-10-15	Huron Perth District	10	496
2021-10-15	Kingston, Frontenac and Lennox & Addington	9	496
2021-10-15	Lambton	29	496
2021-10-15	Leeds, Grenville and Lanark District	0	496
2021-10-15	Middlesex-London	11	496
2021-10-15	Niagara Region	20	496
2021-10-15	North Bay Parry Sound District	1	496
2021-10-15	Northwestern	1	496
2021-10-15	Ottawa	40	496
2021-10-15	Peel	60	496
2021-10-15	Peterborough	8	496
2021-10-15	Porcupine	2	496
2021-10-15	Region of Waterloo	17	496
2021-10-15	Renfrew County and District	1	496
2021-10-15	Simcoe Muskoka District	20	496
2021-10-15	Southwestern	26	496
2021-10-15	Sudbury & District	2	496
2021-10-15	Thunder Bay District	0	496
2021-10-15	Timiskaming	1	496
2021-10-15	Toronto	74	496
2021-10-15	Wellington-Dufferin-Guelph	8	496
2021-10-15	Windsor-Essex County	40	496
2021-10-15	York Region	28	496
2021-10-16	Algoma	1	486
2021-10-16	Brant County	9	486
2021-10-16	Chatham-Kent	9	486
2021-10-16	Durham Region	8	486
2021-10-16	Eastern Ontario	14	486
2021-10-16	Grey Bruce	2	486
2021-10-16	Haldimand-Norfolk	3	486
2021-10-16	Haliburton, Kawartha, Pine Ridge District	1	486
2021-10-16	Halton Region	13	486
2021-10-16	Hamilton	24	486
2021-10-16	Hastings and Prince Edward Counties	5	486
2021-10-16	Huron Perth District	8	486
2021-10-16	Kingston, Frontenac and Lennox & Addington	4	486
2021-10-16	Lambton	12	486
2021-10-16	Leeds, Grenville and Lanark District	3	486
2021-10-16	Middlesex-London	16	486
2021-10-16	Niagara Region	17	486
2021-10-16	North Bay Parry Sound District	0	486
2021-10-16	Northwestern	1	486
2021-10-16	Ottawa	25	486
2021-10-16	Peel	60	486
2021-10-16	Peterborough	3	486
2021-10-16	Porcupine	1	486
2021-10-16	Region of Waterloo	14	486
2021-10-16	Renfrew County and District	2	486
2021-10-16	Simcoe Muskoka District	28	486
2021-10-16	Southwestern	16	486
2021-10-16	Sudbury & District	10	486
2021-10-16	Thunder Bay District	0	486
2021-10-16	Timiskaming	0	486
2021-10-16	Toronto	88	486
2021-10-16	Wellington-Dufferin-Guelph	14	486
2021-10-16	Windsor-Essex County	40	486
2021-10-16	York Region	35	486
2021-10-17	Algoma	1	443
2021-10-17	Brant County	5	443
2021-10-17	Chatham-Kent	11	443
2021-10-17	Durham Region	18	443
2021-10-17	Eastern Ontario	22	443
2021-10-17	Grey Bruce	4	443
2021-10-17	Haldimand-Norfolk	3	443
2021-10-17	Haliburton, Kawartha, Pine Ridge District	3	443
2021-10-17	Halton Region	14	443
2021-10-17	Hamilton	26	443
2021-10-17	Hastings and Prince Edward Counties	5	443
2021-10-17	Huron Perth District	5	443
2021-10-17	Kingston, Frontenac and Lennox & Addington	9	443
2021-10-17	Lambton	12	443
2021-10-17	Leeds, Grenville and Lanark District	0	443
2021-10-17	Middlesex-London	8	443
2021-10-17	Niagara Region	11	443
2021-10-17	North Bay Parry Sound District	3	443
2021-10-17	Northwestern	2	443
2021-10-17	Ottawa	31	443
2021-10-17	Peel	80	443
2021-10-17	Peterborough	3	443
2021-10-17	Porcupine	1	443
2021-10-17	Region of Waterloo	19	443
2021-10-17	Renfrew County and District	3	443
2021-10-17	Simcoe Muskoka District	9	443
2021-10-17	Southwestern	6	443
2021-10-17	Sudbury & District	16	443
2021-10-17	Thunder Bay District	0	443
2021-10-17	Timiskaming	0	443
2021-10-17	Toronto	58	443
2021-10-17	Wellington-Dufferin-Guelph	4	443
2021-10-17	Windsor-Essex County	19	443
2021-10-17	York Region	32	443
2021-10-18	Algoma	0	373
2021-10-18	Brant County	14	373
2021-10-18	Chatham-Kent	10	373
2021-10-18	Durham Region	12	373
2021-10-18	Eastern Ontario	8	373
2021-10-18	Grey Bruce	4	373
2021-10-18	Haldimand-Norfolk	0	373
2021-10-18	Haliburton, Kawartha, Pine Ridge District	1	373
2021-10-18	Halton Region	12	373
2021-10-18	Hamilton	26	373
2021-10-18	Hastings and Prince Edward Counties	0	373
2021-10-18	Huron Perth District	4	373
2021-10-18	Kingston, Frontenac and Lennox & Addington	-1	373
2021-10-18	Lambton	8	373
2021-10-18	Leeds, Grenville and Lanark District	1	373
2021-10-18	Middlesex-London	6	373
2021-10-18	Niagara Region	3	373
2021-10-18	North Bay Parry Sound District	1	373
2021-10-18	Northwestern	0	373
2021-10-18	Ottawa	36	373
2021-10-18	Peel	71	373
2021-10-18	Peterborough	3	373
2021-10-18	Porcupine	0	373
2021-10-18	Region of Waterloo	13	373
2021-10-18	Renfrew County and District	4	373
2021-10-18	Simcoe Muskoka District	13	373
2021-10-18	Southwestern	8	373
2021-10-18	Sudbury & District	6	373
2021-10-18	Thunder Bay District	1	373
2021-10-18	Timiskaming	0	373
2021-10-18	Toronto	62	373
2021-10-18	Wellington-Dufferin-Guelph	11	373
2021-10-18	Windsor-Essex County	18	373
2021-10-18	York Region	18	373
2021-10-19	Algoma	0	328
2021-10-19	Brant County	4	328
2021-10-19	Chatham-Kent	4	328
2021-10-19	Durham Region	4	328
2021-10-19	Eastern Ontario	2	328
2021-10-19	Grey Bruce	0	328
2021-10-19	Haldimand-Norfolk	4	328
2021-10-19	Haliburton, Kawartha, Pine Ridge District	4	328
2021-10-19	Halton Region	10	328
2021-10-19	Hamilton	17	328
2021-10-19	Hastings and Prince Edward Counties	1	328
2021-10-19	Huron Perth District	1	328
2021-10-19	Kingston, Frontenac and Lennox & Addington	2	328
2021-10-19	Lambton	16	328
2021-10-19	Leeds, Grenville and Lanark District	1	328
2021-10-19	Middlesex-London	18	328
2021-10-19	Niagara Region	14	328
2021-10-19	North Bay Parry Sound District	0	328
2021-10-19	Northwestern	1	328
2021-10-19	Ottawa	20	328
2021-10-19	Peel	60	328
2021-10-19	Peterborough	0	328
2021-10-19	Porcupine	0	328
2021-10-19	Region of Waterloo	7	328
2021-10-19	Renfrew County and District	0	328
2021-10-19	Simcoe Muskoka District	13	328
2021-10-19	Southwestern	8	328
2021-10-19	Sudbury & District	12	328
2021-10-19	Thunder Bay District	2	328
2021-10-19	Timiskaming	2	328
2021-10-19	Toronto	52	328
2021-10-19	Wellington-Dufferin-Guelph	10	328
2021-10-19	Windsor-Essex County	19	328
2021-10-19	York Region	20	328
2021-10-20	Algoma	2	304
2021-10-20	Brant County	0	304
2021-10-20	Chatham-Kent	6	304
2021-10-20	Durham Region	15	304
2021-10-20	Eastern Ontario	6	304
2021-10-20	Grey Bruce	0	304
2021-10-20	Haldimand-Norfolk	5	304
2021-10-20	Haliburton, Kawartha, Pine Ridge District	1	304
2021-10-20	Halton Region	8	304
2021-10-20	Hamilton	20	304
2021-10-20	Hastings and Prince Edward Counties	2	304
2021-10-20	Huron Perth District	4	304
2021-10-20	Kingston, Frontenac and Lennox & Addington	3	304
2021-10-20	Lambton	6	304
2021-10-20	Leeds, Grenville and Lanark District	5	304
2021-10-20	Middlesex-London	11	304
2021-10-20	Niagara Region	9	304
2021-10-20	North Bay Parry Sound District	2	304
2021-10-20	Northwestern	0	304
2021-10-20	Ottawa	19	304
2021-10-20	Peel	13	304
2021-10-20	Peterborough	6	304
2021-10-20	Porcupine	4	304
2021-10-20	Region of Waterloo	9	304
2021-10-20	Renfrew County and District	0	304
2021-10-20	Simcoe Muskoka District	16	304
2021-10-20	Southwestern	13	304
2021-10-20	Sudbury & District	24	304
2021-10-20	Thunder Bay District	-1	304
2021-10-20	Timiskaming	3	304
2021-10-20	Toronto	46	304
2021-10-20	Wellington-Dufferin-Guelph	4	304
2021-10-20	Windsor-Essex County	21	304
2021-10-20	York Region	22	304
2021-10-21	Algoma	1	413
2021-10-21	Brant County	9	413
2021-10-21	Chatham-Kent	0	413
2021-10-21	Durham Region	16	413
2021-10-21	Eastern Ontario	9	413
2021-10-21	Grey Bruce	2	413
2021-10-21	Haldimand-Norfolk	7	413
2021-10-21	Haliburton, Kawartha, Pine Ridge District	6	413
2021-10-21	Halton Region	18	413
2021-10-21	Hamilton	12	413
2021-10-21	Hastings and Prince Edward Counties	1	413
2021-10-21	Huron Perth District	1	413
2021-10-21	Kingston, Frontenac and Lennox & Addington	7	413
2021-10-21	Lambton	18	413
2021-10-21	Leeds, Grenville and Lanark District	0	413
2021-10-21	Middlesex-London	12	413
2021-10-21	Niagara Region	13	413
2021-10-21	North Bay Parry Sound District	0	413
2021-10-21	Northwestern	1	413
2021-10-21	Ottawa	36	413
2021-10-21	Peel	54	413
2021-10-21	Peterborough	1	413
2021-10-21	Porcupine	0	413
2021-10-21	Region of Waterloo	16	413
2021-10-21	Renfrew County and District	0	413
2021-10-21	Simcoe Muskoka District	20	413
2021-10-21	Southwestern	17	413
2021-10-21	Sudbury & District	10	413
2021-10-21	Thunder Bay District	0	413
2021-10-21	Timiskaming	1	413
2021-10-21	Toronto	66	413
2021-10-21	Wellington-Dufferin-Guelph	9	413
2021-10-21	Windsor-Essex County	21	413
2021-10-21	York Region	29	413
2021-10-22	Algoma	0	492
2021-10-22	Brant County	6	492
2021-10-22	Chatham-Kent	15	492
2021-10-22	Durham Region	19	492
2021-10-22	Eastern Ontario	7	492
2021-10-22	Grey Bruce	2	492
2021-10-22	Haldimand-Norfolk	3	492
2021-10-22	Haliburton, Kawartha, Pine Ridge District	0	492
2021-10-22	Halton Region	13	492
2021-10-22	Hamilton	23	492
2021-10-22	Hastings and Prince Edward Counties	5	492
2021-10-22	Huron Perth District	3	492
2021-10-22	Kingston, Frontenac and Lennox & Addington	1	492
2021-10-22	Lambton	16	492
2021-10-22	Leeds, Grenville and Lanark District	1	492
2021-10-22	Middlesex-London	32	492
2021-10-22	Niagara Region	29	492
2021-10-22	North Bay Parry Sound District	4	492
2021-10-22	Northwestern	0	492
2021-10-22	Ottawa	38	492
2021-10-22	Peel	59	492
2021-10-22	Peterborough	1	492
2021-10-22	Porcupine	0	492
2021-10-22	Region of Waterloo	6	492
2021-10-22	Renfrew County and District	1	492
2021-10-22	Simcoe Muskoka District	17	492
2021-10-22	Southwestern	17	492
2021-10-22	Sudbury & District	39	492
2021-10-22	Thunder Bay District	5	492
2021-10-22	Timiskaming	1	492
2021-10-22	Toronto	64	492
2021-10-22	Wellington-Dufferin-Guelph	9	492
2021-10-22	Windsor-Essex County	23	492
2021-10-22	York Region	33	492
2021-10-23	Algoma	2	373
2021-10-23	Brant County	10	373
2021-10-23	Chatham-Kent	9	373
2021-10-23	Durham Region	21	373
2021-10-23	Eastern Ontario	8	373
2021-10-23	Grey Bruce	2	373
2021-10-23	Haldimand-Norfolk	4	373
2021-10-23	Haliburton, Kawartha, Pine Ridge District	2	373
2021-10-23	Halton Region	10	373
2021-10-23	Hamilton	7	373
2021-10-23	Hastings and Prince Edward Counties	0	373
2021-10-23	Huron Perth District	2	373
2021-10-23	Kingston, Frontenac and Lennox & Addington	2	373
2021-10-23	Lambton	8	373
2021-10-23	Leeds, Grenville and Lanark District	0	373
2021-10-23	Middlesex-London	15	373
2021-10-23	Niagara Region	22	373
2021-10-23	North Bay Parry Sound District	1	373
2021-10-23	Northwestern	0	373
2021-10-23	Ottawa	39	373
2021-10-23	Peel	45	373
2021-10-23	Peterborough	1	373
2021-10-23	Porcupine	1	373
2021-10-23	Region of Waterloo	10	373
2021-10-23	Renfrew County and District	0	373
2021-10-23	Simcoe Muskoka District	21	373
2021-10-23	Southwestern	13	373
2021-10-23	Sudbury & District	19	373
2021-10-23	Thunder Bay District	1	373
2021-10-23	Timiskaming	0	373
2021-10-23	Toronto	41	373
2021-10-23	Wellington-Dufferin-Guelph	7	373
2021-10-23	Windsor-Essex County	24	373
2021-10-23	York Region	26	373
2021-10-24	Algoma	10	370
2021-10-24	Brant County	3	370
2021-10-24	Chatham-Kent	6	370
2021-10-24	Durham Region	5	370
2021-10-24	Eastern Ontario	7	370
2021-10-24	Grey Bruce	3	370
2021-10-24	Haldimand-Norfolk	3	370
2021-10-24	Haliburton, Kawartha, Pine Ridge District	1	370
2021-10-24	Halton Region	18	370
2021-10-24	Hamilton	27	370
2021-10-24	Hastings and Prince Edward Counties	2	370
2021-10-24	Huron Perth District	3	370
2021-10-24	Kingston, Frontenac and Lennox & Addington	5	370
2021-10-24	Lambton	8	370
2021-10-24	Leeds, Grenville and Lanark District	0	370
2021-10-24	Middlesex-London	14	370
2021-10-24	Niagara Region	23	370
2021-10-24	North Bay Parry Sound District	1	370
2021-10-24	Northwestern	0	370
2021-10-24	Ottawa	23	370
2021-10-24	Peel	42	370
2021-10-24	Peterborough	1	370
2021-10-24	Porcupine	1	370
2021-10-24	Region of Waterloo	19	370
2021-10-24	Renfrew County and District	1	370
2021-10-24	Simcoe Muskoka District	19	370
2021-10-24	Southwestern	14	370
2021-10-24	Sudbury & District	18	370
2021-10-24	Thunder Bay District	3	370
2021-10-24	Timiskaming	0	370
2021-10-24	Toronto	47	370
2021-10-24	Wellington-Dufferin-Guelph	4	370
2021-10-24	Windsor-Essex County	8	370
2021-10-24	York Region	31	370
2021-10-25	Algoma	6	326
2021-10-25	Brant County	2	326
2021-10-25	Chatham-Kent	20	326
2021-10-25	Durham Region	7	326
2021-10-25	Eastern Ontario	0	326
2021-10-25	Grey Bruce	1	326
2021-10-25	Haldimand-Norfolk	4	326
2021-10-25	Haliburton, Kawartha, Pine Ridge District	0	326
2021-10-25	Halton Region	7	326
2021-10-25	Hamilton	15	326
2021-10-25	Hastings and Prince Edward Counties	2	326
2021-10-25	Huron Perth District	6	326
2021-10-25	Kingston, Frontenac and Lennox & Addington	6	326
2021-10-25	Lambton	8	326
2021-10-25	Leeds, Grenville and Lanark District	0	326
2021-10-25	Middlesex-London	13	326
2021-10-25	Niagara Region	12	326
2021-10-25	North Bay Parry Sound District	0	326
2021-10-25	Northwestern	1	326
2021-10-25	Ottawa	24	326
2021-10-25	Peel	33	326
2021-10-25	Peterborough	1	326
2021-10-25	Porcupine	0	326
2021-10-25	Region of Waterloo	20	326
2021-10-25	Renfrew County and District	0	326
2021-10-25	Simcoe Muskoka District	10	326
2021-10-25	Southwestern	9	326
2021-10-25	Sudbury & District	19	326
2021-10-25	Thunder Bay District	4	326
2021-10-25	Timiskaming	0	326
2021-10-25	Toronto	39	326
2021-10-25	Wellington-Dufferin-Guelph	10	326
2021-10-25	Windsor-Essex County	16	326
2021-10-25	York Region	31	326
2021-10-26	Algoma	2	269
2021-10-26	Brant County	0	269
2021-10-26	Chatham-Kent	7	269
2021-10-26	Durham Region	4	269
2021-10-26	Eastern Ontario	1	269
2021-10-26	Grey Bruce	1	269
2021-10-26	Haldimand-Norfolk	7	269
2021-10-26	Haliburton, Kawartha, Pine Ridge District	1	269
2021-10-26	Halton Region	7	269
2021-10-26	Hamilton	7	269
2021-10-26	Hastings and Prince Edward Counties	1	269
2021-10-26	Huron Perth District	2	269
2021-10-26	Kingston, Frontenac and Lennox & Addington	5	269
2021-10-26	Lambton	3	269
2021-10-26	Leeds, Grenville and Lanark District	0	269
2021-10-26	Middlesex-London	14	269
2021-10-26	Niagara Region	21	269
2021-10-26	North Bay Parry Sound District	1	269
2021-10-26	Northwestern	0	269
2021-10-26	Ottawa	12	269
2021-10-26	Peel	36	269
2021-10-26	Peterborough	0	269
2021-10-26	Porcupine	0	269
2021-10-26	Region of Waterloo	10	269
2021-10-26	Renfrew County and District	0	269
2021-10-26	Simcoe Muskoka District	12	269
2021-10-26	Southwestern	19	269
2021-10-26	Sudbury & District	11	269
2021-10-26	Thunder Bay District	1	269
2021-10-26	Timiskaming	1	269
2021-10-26	Toronto	39	269
2021-10-26	Wellington-Dufferin-Guelph	4	269
2021-10-26	Windsor-Essex County	27	269
2021-10-26	York Region	13	269
2021-10-27	Algoma	3	321
2021-10-27	Brant County	4	321
2021-10-27	Chatham-Kent	2	321
2021-10-27	Durham Region	7	321
2021-10-27	Eastern Ontario	4	321
2021-10-27	Grey Bruce	1	321
2021-10-27	Haldimand-Norfolk	3	321
2021-10-27	Haliburton, Kawartha, Pine Ridge District	0	321
2021-10-27	Halton Region	17	321
2021-10-27	Hamilton	11	321
2021-10-27	Hastings and Prince Edward Counties	0	321
2021-10-27	Huron Perth District	3	321
2021-10-27	Kingston, Frontenac and Lennox & Addington	11	321
2021-10-27	Lambton	3	321
2021-10-27	Leeds, Grenville and Lanark District	1	321
2021-10-27	Middlesex-London	16	321
2021-10-27	Niagara Region	15	321
2021-10-27	North Bay Parry Sound District	-1	321
2021-10-27	Northwestern	0	321
2021-10-27	Ottawa	27	321
2021-10-27	Peel	16	321
2021-10-27	Peterborough	2	321
2021-10-27	Porcupine	0	321
2021-10-27	Region of Waterloo	4	321
2021-10-27	Renfrew County and District	0	321
2021-10-27	Simcoe Muskoka District	13	321
2021-10-27	Southwestern	12	321
2021-10-27	Sudbury & District	27	321
2021-10-27	Thunder Bay District	4	321
2021-10-27	Timiskaming	1	321
2021-10-27	Toronto	66	321
2021-10-27	Wellington-Dufferin-Guelph	-1	321
2021-10-27	Windsor-Essex County	17	321
2021-10-27	York Region	33	321
2021-10-28	Algoma	2	409
2021-10-28	Brant County	7	409
2021-10-28	Chatham-Kent	5	409
2021-10-28	Durham Region	7	409
2021-10-28	Eastern Ontario	22	409
2021-10-28	Grey Bruce	11	409
2021-10-28	Haldimand-Norfolk	4	409
2021-10-28	Haliburton, Kawartha, Pine Ridge District	0	409
2021-10-28	Halton Region	5	409
2021-10-28	Hamilton	17	409
2021-10-28	Hastings and Prince Edward Counties	3	409
2021-10-28	Huron Perth District	6	409
2021-10-28	Kingston, Frontenac and Lennox & Addington	19	409
2021-10-28	Lambton	6	409
2021-10-28	Leeds, Grenville and Lanark District	4	409
2021-10-28	Middlesex-London	13	409
2021-10-28	Niagara Region	13	409
2021-10-28	North Bay Parry Sound District	2	409
2021-10-28	Northwestern	1	409
2021-10-28	Ottawa	28	409
2021-10-28	Peel	45	409
2021-10-28	Peterborough	0	409
2021-10-28	Porcupine	0	409
2021-10-28	Region of Waterloo	19	409
2021-10-28	Renfrew County and District	0	409
2021-10-28	Simcoe Muskoka District	21	409
2021-10-28	Southwestern	11	409
2021-10-28	Sudbury & District	26	409
2021-10-28	Thunder Bay District	-1	409
2021-10-28	Timiskaming	1	409
2021-10-28	Toronto	54	409
2021-10-28	Wellington-Dufferin-Guelph	9	409
2021-10-28	Windsor-Essex County	24	409
2021-10-28	York Region	25	409
2021-10-29	Algoma	2	419
2021-10-29	Brant County	9	419
2021-10-29	Chatham-Kent	10	419
2021-10-29	Durham Region	6	419
2021-10-29	Eastern Ontario	4	419
2021-10-29	Grey Bruce	6	419
2021-10-29	Haldimand-Norfolk	7	419
2021-10-29	Haliburton, Kawartha, Pine Ridge District	2	419
2021-10-29	Halton Region	6	419
2021-10-29	Hamilton	23	419
2021-10-29	Hastings and Prince Edward Counties	1	419
2021-10-29	Huron Perth District	8	419
2021-10-29	Kingston, Frontenac and Lennox & Addington	17	419
2021-10-29	Lambton	4	419
2021-10-29	Leeds, Grenville and Lanark District	1	419
2021-10-29	Middlesex-London	12	419
2021-10-29	Niagara Region	18	419
2021-10-29	North Bay Parry Sound District	1	419
2021-10-29	Northwestern	0	419
2021-10-29	Ottawa	30	419
2021-10-29	Peel	32	419
2021-10-29	Peterborough	2	419
2021-10-29	Porcupine	2	419
2021-10-29	Region of Waterloo	25	419
2021-10-29	Renfrew County and District	0	419
2021-10-29	Simcoe Muskoka District	26	419
2021-10-29	Southwestern	6	419
2021-10-29	Sudbury & District	26	419
2021-10-29	Thunder Bay District	1	419
2021-10-29	Timiskaming	0	419
2021-10-29	Toronto	63	419
2021-10-29	Wellington-Dufferin-Guelph	5	419
2021-10-29	Windsor-Essex County	34	419
2021-10-29	York Region	30	419
2021-10-30	Algoma	11	356
2021-10-30	Brant County	6	356
2021-10-30	Chatham-Kent	9	356
2021-10-30	Durham Region	7	356
2021-10-30	Eastern Ontario	6	356
2021-10-30	Grey Bruce	4	356
2021-10-30	Haldimand-Norfolk	8	356
2021-10-30	Haliburton, Kawartha, Pine Ridge District	0	356
2021-10-30	Halton Region	14	356
2021-10-30	Hamilton	9	356
2021-10-30	Hastings and Prince Edward Counties	4	356
2021-10-30	Huron Perth District	8	356
2021-10-30	Kingston, Frontenac and Lennox & Addington	0	356
2021-10-30	Lambton	5	356
2021-10-30	Leeds, Grenville and Lanark District	0	356
2021-10-30	Middlesex-London	16	356
2021-10-30	Niagara Region	17	356
2021-10-30	North Bay Parry Sound District	0	356
2021-10-30	Northwestern	0	356
