from_date,to_date,public_health_unit,age_group,total_cases,total_deaths,total_hospitalizations_count,percent_cases,percent_deaths,percent_hospitalizations
"January 15, 2020","March 2, 2022",York Region,80+,3660,611,993,0.0372132747681796,0.584688995215311,0.29378698224852073
"January 15, 2020","March 2, 2022",Toronto,0 to 4,8054,2,137,0.02886117680785494,4.765308553728854e-4,0.010041779667228615
"January 15, 2020","March 2, 2022",Toronto,12 to 19,19444,1,96,0.06967677202035405,2.382654276864427e-4,0.00703657553324049
"January 15, 2020","March 2, 2022",Toronto,20 to 39,111796,46,1259,0.40061635490575503,0.010960209673576363,0.09228175621197683
"January 15, 2020","March 2, 2022",Toronto,40 to 59,77296,287,3057,0.2769870278793091,0.06838217774600905,0.22407095213662684
"January 15, 2020","March 2, 2022",Toronto,5 to 11,14919,0,48,0.05346162115674048,0,0.003518287766620245
"January 15, 2020","March 2, 2022",Toronto,60 to 79,34240,1347,5187,0.1226976277503046,0.3209435310936383,0.3801949717804002
"January 15, 2020","March 2, 2022",Toronto,80+,13311,2514,3859,0.04769941947968179,0.5989992852037169,0.2828556769039068
"January 15, 2020","March 2, 2022",Southwestern,0 to 4,431,0,16,0.03841354723707665,0,0.029038112522686024
"January 15, 2020","March 2, 2022",Southwestern,12 to 19,944,0,9,0.08413547237076649,0,0.016333938294010888
"January 15, 2020","March 2, 2022",Southwestern,20 to 39,3727,2,41,0.332174688057041,0.013157894736842105,0.07441016333938294
"January 15, 2020","March 2, 2022",Southwestern,40 to 59,3094,16,123,0.27575757575757576,0.10526315789473684,0.22323049001814882
"January 15, 2020","March 2, 2022",Southwestern,5 to 11,783,0,2,0.0697860962566845,0,0.003629764065335753
"January 15, 2020","March 2, 2022",Southwestern,60 to 79,1579,64,225,0.1407308377896613,0.42105263157894735,0.40834845735027225
"January 15, 2020","March 2, 2022",Southwestern,80+,662,70,135,0.05900178253119429,0.4605263157894737,0.24500907441016334
